time,Unnamed: 0,danmu_y
0,204.8744186,0.626842517
0.002,41,0.978096529
0.004,162,0.499786704
0.005,37.5,0.924254995
0.01,109,0.583347633
0.015,115,0.391383654
0.019,210,0.995776661
0.02,232,0.486883609
0.021,213,0.477515749
0.022,196,0.841405026
0.023,661,0.990261074
0.025,74,0.879157879
0.026,59,0.91763614
0.028,194,0.486883609
0.037,177,0.717550342
0.04,261,0.999996595
0.045,73.5,0.304960027
0.05,40,0.363076424
0.058,75,0.473767218
0.063,232,0.473767218
0.065,14,0.996407646
0.071,281,0.830570448
0.074,120,0.73365019
0.095,349,0.473767218
0.099,8,0.298648649
0.103,90,0.843695179
0.105,311.5,0.499404271
0.106,268,0.660154113
0.108,248,0.71973637
0.11,116,0.625
0.113,130,0.909601849
0.114,171,0.586277914
0.119,332,0.877968456
0.145,279,0.696102059
0.149,289,0.356769829
0.155,18,0.447678459
0.159,79,0.753901246
0.165,152.5,0.821471108
0.182,186,0.162207404
0.185,256,0.473767218
0.186,34,0.96797374
0.193,184,0.473767218
0.194,240,0.473767218
0.204,57,0.473767218
0.205,175,0.456734631
0.206,280,0.473767218
0.22,118,0.801104697
0.225,313,0.421946156
0.233,621,0.16250523
0.245,94,0.473767218
0.246,181,0.473767218
0.252,108,0.731866508
0.255,61,0.858814517
0.256,43,0.895319167
0.261,73,0.473767218
0.263,95,0.920746465
0.265,197.25,0.691284648
0.276,307,0.750062423
0.277,22,0.697194647
0.278,230,0.843695179
0.282,29,0.863053056
0.283,123,0.794597261
0.284,72,0.367424321
0.285,356,0.473767218
0.286,279,0.5
0.289,255,0.526232782
0.291,241,0.901827144
0.305,424,0.70953619
0.343,760,0.974066029
0.49,549,0.362418425
0.585,763,0.160002228
0.677,597,0.187376596
0.705,70,0.957810652
0.845,502,0.999996286
0.893,727,0.94738502
0.932,607,0.578895795
0.945,447,0.219370664
0.979,422,0.473767218
1.008,357,0.526232782
1.02,421,0.46434874
1.166,428,0.137517838
1.176,444.5,0.751707222
1.353,513,0.870362069
1.404,644,0.473767218
1.503,649,0.473767218
1.593,757,0.367424321
1.595,125,0.999969278
1.676,650,0.315714479
1.698,557,0.5
1.699,544,0.850001507
1.825,427,0.997937095
1.92,550,0.544345633
2.087,762,0.610887441
2.145,431,0.113747713
2.259,640,0.476804124
2.419,669,0.998693219
2.426,432,0.280145998
2.427,490,0.336248188
2.725,410,0.999981627
2.761,771,0.826086957
2.776,504,0.5
3.225,243,0.473767218
3.545,712,0.473767218
3.559,568,0.75
3.598,647,0.473767218
3.991,316,0.339951681
4.002,725,0.843695179
4.028,751,0.977167435
4.15,481,0.655862821
4.249,86,0.946338409
4.294,600,0.770610096
4.34,528,0.729795391
4.539,748,0.526232782
4.743,471,0.473767218
4.963,770,0.98388808
5.022,563,0.562984597
5.099,112,0.970944267
5.299,570,0.909601849
5.431,401,0.473767218
5.45,761,0.573452458
5.579,701,0.803810711
5.619,530,0.473767218
5.699,690,0.126723241
5.855,534,0.5
6.137,494,0.635429541
6.335,488,0.473767218
6.415,394,0.993984399
6.459,700,0.828649949
6.524,478,0.5
6.642,366,0.5
6.921,475,0.904761905
6.979,722,0.807936477
7.197,411,0.999864605
7.306,425,0.621061745
7.479,388,0.368031125
7.583,642,0.544575917
7.664,681,0.843695179
8.119,440,0.473767218
8.299,721,0.615208075
8.392,378,0.5
8.692,606,0.99920177
8.711,707,0.297875297
9.426,755,0.473767218
9.548,454,0.473767218
9.748,673,0.473767218
10.049,395,0.473767218
10.073,491,0.473767218
10.339,484,0.473767218
10.351,379,0.631673951
10.762,623,0.258849813
10.795,400,0.473767218
10.874,643,0.473767218
10.947,772,0.473767218
10.979,714,0.473767218
11.017,371,0.750062423
11.019,437,0.5
11.139,343,0.473767218
11.305,383,0.473767218
11.625,396,0.143392411
11.641,380,0.473767218
11.658,474,0.473767218
12.423,605,0.473767218
12.906,709,0.473767218
13.082,729,0.473767218
13.579,529,0.5
13.62,429,0.473767218
13.882,697,0.750062423
14.452,442,0.473767218
14.659,540,0.473767218
14.673,556,0.447678459
14.939,659,0.526232782
15.072,524,0.473767218
15.12,620,0.473767218
15.418,583,0.473767218
15.459,456,0.473767218
15.485,672,0.803110875
15.517,520,0.526232782
15.699,436,0.473767218
15.778,645,0.5
15.818,554,0.5
15.839,759,0.473767218
15.957,703,0.473767218
16.233,667,0.473767218
16.379,464,0.843695179
16.479,633,0.8
16.939,565,0.648270633
17.05,674,0.473767218
17.189,641,0.473767218
17.502,632,0.473767218
17.681,497,0.473767218
17.799,611,0.473767218
18.126,735,0.473767218
18.139,584,0.473767218
18.458,614,0.473767218
18.459,470,0.473767218
18.579,581,0.999789639
18.585,407,0.473767218
18.642,483,0.473767218
18.765,694,0.473767218
18.879,730,0.843695179
19.019,629,0.473767218
19.85,399,0.473767218
19.954,476,0.854056104
20.177,656,0.473767218
20.419,282,0.473767218
20.739,702,0.971504448
20.939,460,0.473767218
20.999,555,0.634048304
21.553,653,0.473767218
22.059,637,0.473767218
22.099,636,0.473767218
22.782,459,0.473767218
22.804,412,0.473767218
23.022,752,0.95174827
23.286,522,0.473767218
23.305,457,0.473767218
23.599,415,0.473767218
23.761,511,0.44599044
23.939,747,0.473767218
24.201,587,0.473767218
24.203,652,0.688372771
24.68,518,0.473767218
24.694,617,0.473767218
24.819,419,0.473767218
25.233,551,0.473767218
25.297,553,0.473767218
25.31,430,0.458597949
25.564,547,0.473767218
25.699,514,0.473767218
26.037,492,0.473767218
26.039,438,0.473767218
26.295,655,0.473767218
26.791,728,0.5
26.822,739,0.473767218
26.997,397,0.473767218
27.172,477,0.473767218
27.283,372,0.473767218
27.299,487,0.27078071
27.379,353,0.473767218
27.498,292,0.473767218
27.594,500,0.473767218
27.774,687,0.473767218
28.259,531,0.473767218
28.299,668,0.875
28.382,744,0.671717172
28.53,559,0.473767218
28.539,569,0.473767218
28.768,634,0.473767218
29.034,503,0.473767218
29.073,740,0.473767218
29.158,448,0.535714286
29.736,628,0.473767218
30.068,466,0.473767218
30.23,750,0.473767218
30.838,631,0.473767218
30.859,489,0.473767218
30.913,538,0.023209547
31.236,274,0.473767218
31.538,392,0.473767218
31.581,479,0.959632877
31.742,409,0.999949746
31.978,715,0.473767218
32.002,420,0.473767218
32.57,354,0.473767218
32.899,105,0.347790517
32.939,560,0.473767218
33.008,364,0.473767218
33.422,756,0.949231734
33.787,468,0.473767218
33.922,301,0.473767218
34.006,588,0.473767218
34.269,44,0.820453311
34.332,726,0.473767218
34.961,408,0.473767218
35,585,0.5
35.037,273,0.473767218
36.218,567,0.473767218
36.283,638,0.473767218
36.399,469,0.975156424
36.719,391,0.473767218
37.064,523,0.473767218
37.579,317,0.473767218
37.986,743,0.473767218
38.405,501,0.473767218
38.442,381,0.473767218
40.381,516,0.252981505
41.383,340,0.473767218
41.705,287,0.473767218
43.736,406,0.321936842
44.002,505,0.843695179
44.119,423,0.526232782
44.737,473,0.473767218
45.002,665,0.473767218
45.125,382,0.473767218
46,586,0.5
47.185,680,0.473767218
48.255,561,0.473767218
48.319,508,0.473767218
48.351,723,0.473767218
48.74,574,0.473767218
49.182,710,0.473767218
49.319,525,0.473767218
49.461,493,0.544345633
50.037,635,0.833841149
53.017,134,0.473767218
53.158,718,0.998737515
53.273,579,0.990767801
53.721,736,0.984553688
53.875,738,0.960766085
54.705,69,0.778348819
55.591,548,0.045976004
56.929,369,0.617725685
58.392,603.5,0.5
58.736,685,0.473767218
58.896,157,0.473767218
59.227,472,0.526232782
59.563,277,0.473767218
59.738,453,0.473767218
60.98,719,0.615384615
61.606,589,0.473767218
62.566,480,0.473767218
62.87,599,0.473767218
63.114,450,0.232126852
63.638,664,0.619820061
64.867,271,0.473767218
68.236,695,0.473767218
71.317,575,0.473767218
71.867,465,0.872876398
72.693,542,0.473767218
74.633,624,0.357814258
76.056,365,0.471505267
78.563,426,0.999066388
78.637,683,0.56915076
79.728,515,0.473767218
80.37,711,0.99876049
81.306,658,0.79190772
82.724,386,0.473767218
82.78,558,0.957525846
83.086,580,0.812170191
83.299,596,0.974343339
84.42,541,0.473767218
87.105,764,0.985595506
89.109,572,0.473767218
93.314,449,0.772727273
94.677,758,0.14008973
99.077,404,0.473767218
100.629,206,0.473767218
101.591,7,0.983023269
103.485,4,0.912558489
104.719,539,0.806826961
105.653,753,0.843695179
107.29,713,0.99876049
107.63,582,0.292146875
111.473,387,0.281538278
116.499,537,0.774348615
118.487,552,0.473767218
118.521,745,0.814583149
119.629,192,0.168316832
119.676,203,0.168316832
119.897,148,0.168316832
120.745,765,0.168316832
121.377,646,0.545157619
122.377,398,0.175955996
122.459,688,0.168316832
123.382,233,0.168316832
123.888,377,0.353500898
124.858,443,0.276661496
126.938,414,0.168316832
127.047,733,0.527073145
127.999,590,0.047287845
128.037,486,0.168316832
128.577,433,0.168316832
128.701,499,0.178659939
129.015,642,0.05714852
129.019,362,0.299720947
129.803,509,0.168316832
132.137,666,0.391087594
133.699,521,0.311639725
134.681,610,0.222703117
140.415,385,0.986676249
142.583,612,0.222703117
149.194,627,0.168316832
150.819,268,0.854449521
151.494,11,0.728335189
152.198,358,0.990642377
152.605,608,0.473767218
154.238,384,0.5
157.217,64,0.211930688
157.79,2,0.545157619
158.974,3,0.026131316
159.339,16,0.545157619
160.42,435,0.571053717
162.205,345,0.315253156
162.499,654,0.460390213
163.995,417,0.995726987
164.647,578,0.977900593
165.439,532,0.519014939
167.81,769,0.008148161
171.509,132,0.986793499
171.888,506,0.5
172.264,526,0.5
173.097,625,0.359649123
174.239,615,0.473767218
174.512,565,0.01470685
176.539,675,0.490750145
179.046,28,0.961179356
179.139,679,0.473767218
181.365,601,0.5
181.395,684,0.473767218
182.167,651,0.900672425
182.479,616,0.740911092
182.74,451,0.753901246
182.939,533,0.797498574
183.42,545,0.394389678
183.904,30,0.780699521
185.385,609,0.240224679
185.823,418,0.42969324
186.188,439,0.5
186.435,639,0.473767218
186.939,732,0.239162281
187.37,676,0.414522014
187.822,577,0.5
188.135,546,0.497250923
188.786,527,0.988937043
188.979,434,0.325744308
189.819,696,0.75053712
192.019,416,0.473767218
193.66,618,0.611650485
194.897,47,0.241321866
194.978,536,0.44308237
195.277,333,0.195651914
195.344,368,0.711368041
195.751,24,0.308867299
195.79,613,0.473767218
196.669,662,0.396368781
197.193,390,0.473767218
197.249,742,0.607102369
198.465,766,0.5
199.985,767,0.5
200.299,0,0.890142453
200.494,455,0.473767218
200.958,699,0.473767218
201.519,519,0.728990958
202.219,594,0.241321866
202.553,485,0.868421053
202.652,341,0.276530124
202.78,413,0.507293122
202.839,35,0.824849806
203.546,705,0.26829589
204.259,326,0.973119565
206.383,462,0.406993556
206.615,495,0.526232782
207.218,564,0.011268554
207.356,591,0.811886835
208.019,37,0.275
208.328,290,0.526232782
208.492,208,0.5
210.365,663,0.396368781
211.05,55,0.2
211.931,461,0.275
212.187,458,0.565299211
212.411,678,0.584918384
213.087,677,0.731489388
213.791,593,0.473767218
237.004,250,0.088759711
237.032,389,0.473767218
237.922,452,0.901643589
239.039,671,0.391383654
240.15,630,0.753756385
241.447,562,0.473767218
243.962,58,0.461538462
248.304,576,0.473767218
248.655,660,0.473767218
256.516,402,0.473767218
261.143,773,0.473767218
261.686,657,0.473767218
262.951,689,0.353741497
270.667,626,0.789584339
278.078,716,0.5
281.435,566,0.750062423
282.379,749,0.473767218
282.569,746,0.171875
282.84,373,0.090909091
284.299,108,0.631169787
286.419,731,0.091954023
286.639,682,0.631169787
286.74,693,0.993155867
291.835,741,0.091954023
296.628,85,0.152008111
303.333,496,0.640022211
304.499,692,0.912087912
305.166,23,0.793087452
306.685,602,0.100519504
308.414,1,0.999953607
312.213,374,0.999421775
312.899,17,0.896491006
313.098,367,0.5
313.816,754,0.849607006
314.243,21,0.868351228
314.701,294,0.321579493
314.853,297,0.999850558
315.58,717,0.755470236
319.182,393,0.743165748
321.993,446,0.9
322.198,376,0.921650429
322.63,535,0.5
324.119,573,0.5
324.261,270,0.878053638
325.533,403,0.950773716
327.022,622,0.894826934
327.819,704,0.351702442
328.699,251,0.995180173
329.025,467,0.473767218
329.063,592,0.838182989
330.558,350,0.780200587
330.62,360,0.5
330.88,595,0.693167717
330.985,724,0.473767218
331.259,405,0.8
332.793,188,0.562228069
333.09,670,0.843695179
335.161,510,0.976314069
336.959,370,0.473767218
337.732,375,0.473767218
338.832,737,0.433901276
341.295,507,0.574549474
343.988,441,0.612775616
345.314,698,0.59424682
345.765,482,0.944444444
349.019,691,0.793338775
353.374,768,0.478047981
354.148,313,0.478789739
358.939,512,0.813594405
362.666,2330,0.473767218
363.899,2077,0.473767218
364.009,906,0.981105022
364.801,2424,0.670469696
367.852,886,0.999266611
369.628,2922,0.99418281
369.65,2917,0.69673607
372.08,2379,0.473767218
372.546,1774,0.986035757
372.779,2650,0.279354758
375.065,1418,0.95206174
375.369,830,0.923210428
377.139,2506,0.84916902
378.268,779,0.602831989
380.981,1547,0.922240898
381.599,1314,0.961658031
383.766,880,0.717911586
384.744,1512,0.966437723
387.041,936,0.935085148
388.486,842,0.988712195
388.584,1123,0.634085342
388.792,814,0.904610306
389.675,866,0.800417518
389.721,894,0.908237383
390.481,1693,0.809367069
390.756,813,0.25456189
390.848,1925,0.5
392.253,889,0.974080023
392.703,2884,0.737909964
392.905,2823,0.993055851
394.979,1165,0.736842105
399.284,865,0.996627367
399.331,2732,0.989985969
403.114,796,0.998130909
404.065,826,0.986793499
404.18,2313,0.890142453
406.016,2070,0.843695179
406.374,817,0.544897209
407.265,1548,0.991801907
409.531,790,0.994252598
409.944,1119,0.438781187
411.572,2409,0.999622828
411.839,2738,0.473767218
417.204,1526,0.5
420.418,1332,0.642857143
420.499,2392,0.913360035
424.146,882,0.8831136
424.26,904,0.936570721
426.419,1357,0.473767218
426.828,2661,0.439047619
430.067,839,0.058741115
430.252,2036,0.914621788
430.575,809,0.983417851
431.654,2912,0.340598396
431.657,908,0.340598396
431.825,888,0.13085768
431.874,917,0.537587569
432.075,822,0.340598396
432.586,793,0.099479625
432.678,898,0.2062272
432.699,1300,0.875
433.02,855,0.230204638
434.399,2113,0.340598396
434.405,1280,0.981896717
434.751,1673,0.932665267
435.408,1967,0.428571429
436.464,1021,0.918361381
436.515,1517,0.99337309
436.62,884,0.211720492
437.465,2619,0.340598396
437.634,803,0.527233141
437.682,2425,0.563009565
437.822,853,0.961223487
438.413,1931,0.675622195
439.235,1753,0.59218587
439.801,2158,0.062594932
440.809,1742,0.433697173
441.703,1307,0.807163841
442.733,893,0.826298087
443.742,2355,0.5
444.334,825,0.034772879
445.417,852,0.094597318
445.841,2865,0.573661724
446.956,897,0.519396996
449.049,2209,0.813960797
449.237,1642,0.8
449.766,807,0.858855168
449.816,2947,0.473767218
451.288,859,0.99183943
452.868,2061,0.552793553
453.287,1437,0.577802061
455.219,2658,0.72928743
455.612,833,0.974579624
455.821,835,0.953018591
456.068,788,0.931693677
456.559,816,0.999538765
456.582,800,0.571837151
456.592,776,0.992304595
456.828,848,0.301887437
457.059,1024,0.429388408
457.092,2097,0.999178475
457.187,846,0.278667191
457.863,1448,0.975134927
458.148,2864,0.342899272
458.372,1611,0.995726987
458.379,784,0.901265961
458.659,1577,0.975134927
459.089,2589,0.526232782
459.453,2834,0.995726987
460.191,1827,0.972716261
460.667,1120,0.975134927
460.757,2333,0.840472384
461.431,1760,0.868421053
461.592,1543,0.091954023
462.103,867,0.146950043
462.306,1076,0.473767218
462.834,2440,0.904944327
462.879,1728,0.475304865
463.753,2925,0.519396996
464.039,2537,0.982929791
464.469,1298,0.934791505
465.717,1930,0.764270934
466.579,1420,0.526232782
467.045,1281,0.789584339
467.114,781,0.935435202
467.361,1240,0.166666667
468.089,1499,0.209492379
468.102,2067,0.714353658
468.558,1483,0.764270934
469.678,980,0.091954023
469.83,1038,0.894539097
470.227,1503,0.526232782
470.392,2103,0.71429011
471.099,1130,0.394638152
471.151,1822,0.789584339
471.57,2598,0.979345293
472.252,2899,0.90828462
472.288,2211,0.5
472.533,920,0.952135715
472.613,2816,0.5
472.703,916,0.447678459
472.919,2543,0.21545526
473.685,824,0.821762603
473.835,2302,0.526232782
473.958,2436,0.985002002
474.206,2510,0.389282292
474.464,1387,0.473767218
474.899,860,0.241321866
475.395,841,0.99703265
475.409,877,0.842439758
475.458,856,0.71429011
475.803,840,0.606758026
475.919,1981.5,0.621788759
476.001,902,0.764270934
476.059,1203,0.473767218
476.814,1034,0.729795391
477.035,2176,0.473767218
477.118,872,0.406449149
477.67,938,0.464551769
477.707,971,0.434165394
477.772,1078,0.719453994
478.45,2663,0.57580419
478.666,804,0.764270934
478.723,1972,0.389948007
479.452,1450,0.5
479.679,891,0.963854024
479.738,2166,0.473767218
479.858,2790,0.473767218
479.902,1313,0.149967265
480.005,795,0.82594466
480.218,1501,0.60826033
480.331,1739,0.767348999
480.732,1238,0.891451063
481.272,798,0.573742913
481.744,1617,0.363076424
481.846,838,0.979205963
481.9,2316,0.149967265
482.101,2255,0.729795391
482.201,912,0.308139535
482.905,2443,0.390023128
483.135,2051,0.414522014
483.463,1962,0.764270934
483.659,2711,0.682611822
483.778,2144,0.679971915
483.859,2099,0.217454516
484.078,2700,0.84991229
484.519,1172,0.815344778
484.619,2788,0.875727147
485.589,2312,0.934931933
485.817,2155,0.823381617
486.663,2456,0.281841653
487.566,2608,0.312843469
487.939,885,0.958033569
488.006,1868,0.999260327
489.285,1865,0.473767218
489.47,1289,0.953455618
489.51,1707,0.946699041
489.596,1883,0.450451017
489.714,1200,0.45533549
490.288,1662,0.71429011
490.372,984,0.547088396
491.199,993,0.473767218
491.419,1584,0.569183065
491.462,1188,0.473767218
491.567,862,0.241321866
491.943,1704,0.625
492.212,1610,0.473767218
492.789,1830,0.275081387
492.819,881,0.74179073
493.112,2819,0.692378612
493.219,2590,0.956562096
493.551,1942,0.5
493.669,2841,0.859534993
494.067,1041,0.997520592
494.605,780,0.729795391
494.84,2728,0.750062423
495.01,2769,0.769327427
495.119,2724,0.056420311
495.135,783,0.402078254
495.698,808,0.241321866
496,2774,0.579861111
496.082,2929,0.209492379
496.338,3000,0.631785371
496.445,2168,0.711749182
496.625,2317,0.640244152
496.707,974,0.456553766
497.019,2178,0.473767218
497.074,1457,0.544345633
498.097,1769,0.440218598
498.267,2857,0.241321866
498.407,2421,0.241321866
498.552,2109,0.241321866
499.155,2966,0.612802
499.19,1778,0.209492379
499.654,2941,0.192629269
500.115,1316,0.858744255
500.259,1178,0.473767218
500.339,2242,0.88280957
500.527,2515,0.276510457
501.444,2081,0.974264585
501.58,2418,0.719453994
502.262,918,0.378072582
502.294,2610,0.440218598
502.305,896,0.751160336
502.471,869,0.981087303
502.477,874,0.378072582
502.489,2214,0.241321866
502.538,857,0.801537015
502.561,843,0.166997961
502.813,911,0.378072582
502.848,1347,0.171875
502.973,910,0.994874685
503.041,1764,0.884391915
503.481,1495,0.876188197
503.533,905,0.378072582
503.849,829,0.688200222
504.133,892,0.625746425
504.442,2444,0.838175131
504.6,819,0.786797789
505.548,978,0.868421053
505.957,2321,0.490750145
506.022,887,0.378072582
506.9,811,0.914213407
507.647,1732,0.688200222
507.819,2197,0.970179331
509.596,1726,0.786797789
510.288,1288,0.819903012
511.091,805,0.50744974
511.452,861,0.694028239
512.865,2200,0.40006945
513.559,1593,0.378072582
513.939,2026,0.37572319
514.544,2761,0.949524095
515.545,1989,0.034482759
515.878,1439,0.920029491
516.439,1140,0.134947044
516.725,789,0.727243384
516.848,801,0.178193071
516.897,890,0.262236408
516.918,2604,0.153758997
516.944,2054,0.241321866
517.035,919,0.688130444
517.057,821,0.676804764
517.23,871,0.262125028
517.323,863,0.675881174
517.888,900,0.345389905
517.902,831,0.960276802
518.246,1010,0.578848663
518.258,850,0.824481576
518.693,818,0.360139721
519.027,775,0.088926564
519.451,849,0.942830566
519.774,2115,0.868421053
520.877,799,0.893440017
520.966,1886,0.959830243
521.558,1127,0.644897173
522.22,2055,0.929685891
522.221,864,0.510697442
522.475,915,0.322205182
522.609,1645,0.374821011
522.847,812,0.448788767
525.041,1792,0.318705637
525.119,2344,0.473767218
525.389,2825,0.999278312
526.21,2483,0.929685891
528.351,2874,0.567857822
529.24,802,0.749742757
530.423,878,0.424146745
531.064,1209,0.671754923
532.716,858,0.95699026
532.761,901,0.998699714
533.321,832,0.845373322
533.493,1941,0.935294439
533.87,1655,0.642933582
534.542,1373,0.461717054
534.888,903,0.992032454
535.211,2620,0.720245923
535.655,1944,0.370938919
536.112,2546,0.545454545
536.497,2042,0.972453855
536.544,823,0.987185184
537.795,828,0.997132918
538.472,1717,0.986907136
538.678,923,0.896320545
538.81,2484,0.95699026
539.319,1059,0.843695179
539.712,854,0.41419568
540.299,1285,0.473767218
541.451,1735,0.526232782
542.718,1516,0.99720682
543.13,2485,0.986907136
543.509,792,0.903681522
543.739,1293,0.85649277
545.077,879,0.769842937
545.408,1303,0.349035972
546.908,1939,0.887492206
547.208,785,0.447678459
547.35,875,0.297749092
547.578,777,0.515000434
547.654,870,0.253195977
547.72,2851,0.933672041
547.835,1887,0.5
548.168,868,0.687810676
548.285,827,0.729795391
548.336,2729,0.847387504
548.474,847,0.126106466
548.503,2696,0.783363981
548.528,1877,0.552326867
548.682,1596,0.682611822
549.156,1527,0.926470588
550.399,883,0.029907216
551.168,806,0.781553308
551.634,851,0.714617459
551.735,2765,0.843695179
551.745,1966,0.868034923
551.893,1576,0.998046871
552.119,2877,0.704918033
552.179,2328,0.756573472
552.427,2180,0.473767218
552.609,1823,0.270189513
552.66,1640,0.473767218
553.524,2426,0.5
553.745,2524,0.750062423
553.765,2122,0.75
554.107,1798,0.610108957
554.22,998,0.830028653
554.308,2833,0.08637327
554.61,2486,0.297749092
555.505,2592,0.985616589
555.921,2948,0.704918033
557.354,2043,0.832175201
558.394,1463,0.41419568
558.878,1900,0.750062423
559.268,1780,0.75
560.365,909,0.98886134
562.706,782,0.651817391
563.006,1395,0.138142466
563.065,1455,0.605049534
563.185,778,0.991355231
564.482,907,0.263901482
565.43,2681,0.753204236
566.65,2907,0.473767218
566.864,1291,0.582629674
567.347,1294,0.831001226
568.394,927,0.888612763
570.179,787,0.805806401
571.132,2189,0.790710412
571.652,1622,0.565072551
571.713,2846,0.135846855
571.9,1102,0.479302875
572.477,1738,0.554876757
573.375,2815,0.333333333
576.253,1888,0.473767218
577.554,837,0.999615229
579.712,797,0.969477037
580.137,876,0.975376601
580.372,1758,0.750062423
580.479,1585,0.473767218
580.503,1492,0.473767218
580.779,1504,0.473767218
581.024,1419,0.473767218
581.237,999,0.524921044
581.551,1210,0.473767218
582.193,1507,0.473767218
582.4,1779,0.473767218
