,0,,,,,,,,x,y
,,,,,,,,,595.816,0.473767218
,,,,,,,,,595.874,0.473767218
,,,,,,,,,595.879,0.947534436
,,,,,,,,,595.939,0.473767218
,,,,,,,,,595.967,0.447678459
,,,,,,,,,595.992,0.473767218
,,,,,,,,,595.996,0.473767218
,,,,,,,,,596.017,0.473767218
,,,,,,,,,596.032,0.473767218
,,,,,,,,,596.058,0.473767218
,,,,,,,,,596.092,0.843695179
,,,,,,,,,596.096,0.473767218
,,,,,,,,,596.166,0.473767218
,,,,,,,,,596.283,0.473767218
,,,,,,,,,596.297,0.743325356
,,,,,,,,,596.321,0.473767218
,,,,,,,,,596.403,0.473767218
,,,,,,,,,596.442,0.473767218
,,,,,,,,,596.517,0.473767218
,,,,,,,,,596.536,0.473767218
,,,,,,,,,596.537,0.473767218
,,,,,,,,,596.538,0.750062423
,,,,,,,,,596.539,0.473767218
,,,,,,,,,596.586,0.691686484
,,,,,,,,,596.615,0.473767218
,,,,,,,,,596.627,0.473767218
,,,,,,,,,596.65,0.473767218
,,,,,,,,,596.701,0.473767218
,,,,,,,,,596.719,0.473767218
,,,,,,,,,596.727,0.473767218
,,,,,,,,,596.757,0.473767218
,,,,,,,,,596.819,0.473767218
,,,,,,,,,596.829,0.473767218
,,,,,,,,,596.86,0.473767218
,,,,,,,,,596.899,0.947534436
,,,,,,,,,596.924,0.947534436
,,,,,,,,,596.979,0.473767218
,,,,,,,,,596.981,0.473767218
,,,,,,,,,597.004,0.473767218
,,,,,,,,,597.007,0.473767218
,,,,,,,,,597.027,0.473767218
,,,,,,,,,597.047,0.473767218
,,,,,,,,,597.225,0.473767218
,,,,,,,,,597.259,0.473767218
,,,,,,,,,597.285,0.473767218
,,,,,,,,,597.307,0.473767218
,,,,,,,,,597.364,0.473767218
,,,,,,,,,597.377,0.473767218
,,,,,,,,,597.386,0.473767218
,,,,,,,,,597.413,0.473767218
,,,,,,,,,597.419,0.750062423
,,,,,,,,,597.422,0.473767218
,,,,,,,,,597.47,0.473767218
,,,,,,,,,597.539,0.473767218
,,,,,,,,,597.542,0.473767218
,,,,,,,,,597.585,0.473767218
,,,,,,,,,597.599,0.473767218
,,,,,,,,,597.607,0.473767218
,,,,,,,,,597.614,0.473767218
,,,,,,,,,597.656,0.473767218
,,,,,,,,,597.674,0.473767218
,,,,,,,,,597.689,0.473767218
,,,,,,,,,597.749,0.473767218
,,,,,,,,,597.761,0.473767218
,,,,,,,,,597.77,0.473767218
,,,,,,,,,597.774,0.473767218
,,,,,,,,,597.779,0.473767218
,,,,,,,,,597.794,0.473767218
,,,,,,,,,597.823,0.473767218
,,,,,,,,,597.858,0.473767218
,,,,,,,,,597.868,0.473767218
,,,,,,,,,597.87,0.473767218
,,,,,,,,,597.905,0.473767218
,,,,,,,,,597.939,0.473767218
,,,,,,,,,597.961,0.473767218
,,,,,,,,,597.978,0.473767218
,,,,,,,,,598.058,0.473767218
,,,,,,,,,598.059,0.473767218
,,,,,,,,,598.082,0.473767218
,,,,,,,,,598.16,0.473767218
,,,,,,,,,598.179,0.473767218
,,,,,,,,,598.189,0.473767218
,,,,,,,,,598.203,0.473767218
,,,,,,,,,598.21,0.473767218
,,,,,,,,,598.258,0.473767218
,,,,,,,,,598.328,0.473767218
,,,,,,,,,598.348,0.473767218
,,,,,,,,,598.419,0.473767218
,,,,,,,,,598.429,0.473767218
,,,,,,,,,598.447,0.473767218
,,,,,,,,,598.499,0.473767218
,,,,,,,,,598.5,0.473767218
,,,,,,,,,598.51,0.473767218
,,,,,,,,,598.536,0.907908187
,,,,,,,,,598.55,0.473767218
,,,,,,,,,598.555,0.473767218
,,,,,,,,,598.559,0.473767218
,,,,,,,,,598.581,0.473767218
,,,,,,,,,598.599,0.473767218
,,,,,,,,,598.643,0.473767218
,,,,,,,,,598.699,0.473767218
,,,,,,,,,598.737,0.473767218
,,,,,,,,,598.779,0.473767218
,,,,,,,,,598.819,0.851393563
,,,,,,,,,598.826,0.473767218
,,,,,,,,,598.908,0.473767218
,,,,,,,,,598.938,0.473767218
,,,,,,,,,598.998,0.473767218
,,,,,,,,,599.019,0.473767218
,,,,,,,,,599.059,0.473767218
,,,,,,,,,599.141,0.473767218
,,,,,,,,,599.149,0.473767218
,,,,,,,,,599.166,0.473767218
,,,,,,,,,599.22,0.473767218
,,,,,,,,,599.233,0.473767218
,,,,,,,,,599.244,0.473767218
,,,,,,,,,599.279,0.473767218
,,,,,,,,,599.286,0.473767218
,,,,,,,,,599.445,0.473767218
,,,,,,,,,599.526,0.473767218
,,,,,,,,,599.551,0.473767218
,,,,,,,,,599.58,0.473767218
,,,,,,,,,599.689,0.473767218
,,,,,,,,,599.735,0.473767218
,,,,,,,,,599.752,0.473767218
,,,,,,,,,599.83,0.473767218
,,,,,,,,,599.854,0.473767218
,,,,,,,,,599.871,0.473767218
,,,,,,,,,599.88,0.473767218
,,,,,,,,,599.909,0.473767218
,,,,,,,,,599.998,0.473767218
,,,,,,,,,600.052,0.473767218
,,,,,,,,,600.056,0.473767218
,,,,,,,,,600.082,0.473767218
,,,,,,,,,600.139,0.473767218
,,,,,,,,,600.179,0.473767218
,,,,,,,,,600.346,0.473767218
,,,,,,,,,600.382,0.473767218
,,,,,,,,,600.39,0.473767218
,,,,,,,,,600.427,0.174085177
,,,,,,,,,600.442,0.473767218
,,,,,,,,,600.477,0.473767218
,,,,,,,,,600.508,0.473767218
,,,,,,,,,600.517,0.473767218
,,,,,,,,,600.532,0.473767218
,,,,,,,,,600.537,0.473767218
,,,,,,,,,600.599,0.473767218
,,,,,,,,,600.6,0.868701018
,,,,,,,,,600.686,0.473767218
,,,,,,,,,600.775,0.7870298
,,,,,,,,,600.778,0.473767218
,,,,,,,,,600.826,0.473767218
,,,,,,,,,600.905,0.473767218
,,,,,,,,,600.907,0.473767218
,,,,,,,,,601.01,0.473767218
,,,,,,,,,601.039,0.473767218
,,,,,,,,,601.11,0.473767218
,,,,,,,,,601.154,0.473767218
,,,,,,,,,601.209,0.473767218
,,,,,,,,,601.373,0.473767218
,,,,,,,,,601.4,0.473767218
,,,,,,,,,601.49,0.473767218
,,,,,,,,,601.742,0.473767218
,,,,,,,,,601.76,0.473767218
,,,,,,,,,601.859,0.473767218
,,,,,,,,,601.874,0.75331074
,,,,,,,,,601.891,0.473767218
,,,,,,,,,601.919,0.473767218
,,,,,,,,,601.921,0.886363636
,,,,,,,,,601.93,0.473767218
,,,,,,,,,601.974,0.473767218
,,,,,,,,,602.041,0.473767218
,,,,,,,,,602.076,0.473767218
,,,,,,,,,602.099,0.473767218
,,,,,,,,,602.135,0.473767218
,,,,,,,,,602.173,0.473767218
,,,,,,,,,602.203,0.447678459
,,,,,,,,,602.257,0.473767218
,,,,,,,,,602.281,0.473767218
,,,,,,,,,602.375,0.473767218
,,,,,,,,,602.386,0.473767218
,,,,,,,,,602.419,0.843695179
,,,,,,,,,602.509,0.473767218
,,,,,,,,,602.54,0.473767218
,,,,,,,,,602.651,0.473767218
,,,,,,,,,602.678,0.526232782
,,,,,,,,,602.8,0.473767218
,,,,,,,,,602.948,0.473767218
,,,,,,,,,602.966,0.473767218
,,,,,,,,,602.993,0.473767218
,,,,,,,,,603.125,0.473767218
,,,,,,,,,603.222,0.473767218
,,,,,,,,,603.287,0.473767218
,,,,,,,,,603.293,0.473767218
,,,,,,,,,603.343,0.473767218
,,,,,,,,,603.36,0.473767218
,,,,,,,,,603.486,0.473767218
,,,,,,,,,603.516,0.473767218
,,,,,,,,,603.534,0.473767218
,,,,,,,,,603.607,0.473767218
,,,,,,,,,603.61,0.473767218
,,,,,,,,,603.619,0.473767218
,,,,,,,,,603.648,0.473767218
,,,,,,,,,603.675,0.473767218
,,,,,,,,,603.746,0.473767218
,,,,,,,,,603.925,0.473767218
,,,,,,,,,603.987,0.473767218
,,,,,,,,,604.005,0.473767218
,,,,,,,,,604.059,0.473767218
,,,,,,,,,604.257,0.473767218
,,,,,,,,,604.37,0.473767218
,,,,,,,,,604.403,0.473767218
,,,,,,,,,604.414,0.473767218
,,,,,,,,,604.439,0.473767218
,,,,,,,,,604.44,0.473767218
,,,,,,,,,604.464,0.473767218
,,,,,,,,,604.546,0.473767218
,,,,,,,,,604.719,0.473767218
,,,,,,,,,604.735,0.473767218
,,,,,,,,,604.875,0.473767218
,,,,,,,,,604.901,0.473767218
,,,,,,,,,604.902,0.473767218
,,,,,,,,,605.027,0.473767218
,,,,,,,,,605.032,0.473767218
,,,,,,,,,605.036,0.473767218
,,,,,,,,,605.096,0.473767218
,,,,,,,,,605.143,0.473767218
,,,,,,,,,605.166,0.473767218
,,,,,,,,,605.321,0.473767218
,,,,,,,,,605.455,0.473767218
,,,,,,,,,605.474,0.473767218
,,,,,,,,,605.499,0.473767218
,,,,,,,,,605.518,0.473767218
,,,,,,,,,605.638,0.473767218
,,,,,,,,,605.698,0.473767218
,,,,,,,,,605.797,0.692378612
,,,,,,,,,605.806,0.473767218
,,,,,,,,,605.931,0.473767218
,,,,,,,,,605.936,0.473767218
,,,,,,,,,605.938,0.473767218
,,,,,,,,,605.955,0.473767218
,,,,,,,,,605.974,0.473767218
,,,,,,,,,605.995,0.473767218
,,,,,,,,,606.066,0.473767218
,,,,,,,,,606.134,0.473767218
,,,,,,,,,606.179,0.473767218
,,,,,,,,,606.186,0.473767218
,,,,,,,,,606.254,0.473767218
,,,,,,,,,606.47,0.473767218
,,,,,,,,,606.501,0.473767218
,,,,,,,,,606.546,0.473767218
,,,,,,,,,606.579,0.473767218
,,,,,,,,,606.708,0.473767218
,,,,,,,,,606.873,0.473767218
,,,,,,,,,606.941,0.473767218
,,,,,,,,,606.973,0.473767218
,,,,,,,,,607.1,0.473767218
,,,,,,,,,607.224,0.875348055
,,,,,,,,,607.388,0.473767218
,,,,,,,,,607.484,0.913360035
,,,,,,,,,607.539,0.473767218
,,,,,,,,,607.555,0.787221147
,,,,,,,,,607.619,0.473767218
,,,,,,,,,607.68,0.473767218
,,,,,,,,,607.773,0.473767218
,,,,,,,,,607.962,0.473767218
,,,,,,,,,608.062,0.473767218
,,,,,,,,,608.071,0.473767218
,,,,,,,,,608.51,0.473767218
,,,,,,,,,608.544,0.473767218
,,,,,,,,,608.646,0.473767218
,,,,,,,,,608.708,0.473767218
,,,,,,,,,608.859,0.473767218
,,,,,,,,,608.961,0.608643369
,,,,,,,,,609.043,0.473767218
,,,,,,,,,609.353,0.473767218
,,,,,,,,,609.657,0.473767218
,,,,,,,,,609.658,0.473767218
,,,,,,,,,609.694,0.473767218
,,,,,,,,,609.73,0.473767218
,,,,,,,,,609.775,0.473767218
,,,,,,,,,609.776,0.473767218
,,,,,,,,,609.901,0.473767218
,,,,,,,,,610.03,0.473767218
,,,,,,,,,610.036,0.494142124
,,,,,,,,,610.062,0.473767218
,,,,,,,,,610.157,0.473767218
,,,,,,,,,610.186,0.473767218
,,,,,,,,,610.22,0.473767218
,,,,,,,,,610.329,0.473767218
,,,,,,,,,610.443,0.473767218
,,,,,,,,,610.481,0.421874598
,,,,,,,,,610.749,0.473767218
,,,,,,,,,610.751,0.473767218
,,,,,,,,,610.759,0.473767218
,,,,,,,,,610.827,0.473767218
,,,,,,,,,610.856,0.473767218
,,,,,,,,,610.863,0.234275059
,,,,,,,,,610.954,0.5
,,,,,,,,,611.063,0.473767218
,,,,,,,,,611.114,0.473767218
,,,,,,,,,611.438,0.473767218
,,,,,,,,,611.486,0.473767218
,,,,,,,,,611.572,0.473767218
,,,,,,,,,611.595,0.473767218
,,,,,,,,,611.618,0.473767218
,,,,,,,,,611.677,0.473767218
,,,,,,,,,611.687,0.473767218
,,,,,,,,,611.689,0.473767218
,,,,,,,,,611.703,0.473767218
,,,,,,,,,611.908,0.473767218
,,,,,,,,,612.061,0.473767218
,,,,,,,,,612.144,0.473767218
,,,,,,,,,612.374,0.473767218
,,,,,,,,,612.404,0.473767218
,,,,,,,,,612.419,0.473767218
,,,,,,,,,612.433,0.473767218
,,,,,,,,,612.437,0.473767218
,,,,,,,,,612.456,0.473767218
,,,,,,,,,612.498,0.473767218
,,,,,,,,,612.579,0.843695179
,,,,,,,,,612.594,0.937783982
,,,,,,,,,612.661,0.473767218
,,,,,,,,,612.669,0.473767218
,,,,,,,,,612.686,0.473767218
,,,,,,,,,612.743,0.473767218
,,,,,,,,,612.773,0.473767218
,,,,,,,,,612.907,0.473767218
,,,,,,,,,612.918,0.473767218
,,,,,,,,,612.988,0.473767218
,,,,,,,,,613.305,0.473767218
,,,,,,,,,613.364,0.473767218
,,,,,,,,,613.517,0.473767218
,,,,,,,,,613.705,0.473767218
,,,,,,,,,613.847,0.473767218
,,,,,,,,,613.851,0.473767218
,,,,,,,,,613.943,0.499734416
,,,,,,,,,613.999,0.473767218
,,,,,,,,,614.037,0.875
,,,,,,,,,614.055,0.473767218
,,,,,,,,,614.105,0.473767218
,,,,,,,,,614.113,0.473767218
,,,,,,,,,614.14,0.473767218
,,,,,,,,,614.227,0.955688927
,,,,,,,,,614.27,0.988841701
,,,,,,,,,614.403,0.843695179
,,,,,,,,,614.459,0.473767218
,,,,,,,,,614.5,0.473767218
,,,,,,,,,614.601,0.473767218
,,,,,,,,,614.64,0.473767218
,,,,,,,,,615.179,0.947534436
,,,,,,,,,615.193,0.473767218
,,,,,,,,,615.347,0.473767218
,,,,,,,,,615.354,0.473767218
,,,,,,,,,615.36,0.473767218
,,,,,,,,,615.375,0.960736108
,,,,,,,,,615.415,0.918297265
,,,,,,,,,615.502,0.473767218
,,,,,,,,,615.505,0.473767218
,,,,,,,,,615.528,0.92445009
,,,,,,,,,615.751,0.473767218
,,,,,,,,,615.806,0.473767218
,,,,,,,,,615.892,0.447678459
,,,,,,,,,615.907,0.473767218
,,,,,,,,,615.909,0.473767218
,,,,,,,,,616.059,0.473767218
,,,,,,,,,616.098,0.473767218
,,,,,,,,,616.141,0.473767218
,,,,,,,,,616.353,0.473767218
,,,,,,,,,616.368,0.473767218
,,,,,,,,,616.39,0.473767218
,,,,,,,,,616.534,0.473767218
,,,,,,,,,616.739,0.473767218
,,,,,,,,,616.837,0.473767218
,,,,,,,,,616.893,0.473767218
,,,,,,,,,617.088,0.473767218
,,,,,,,,,617.099,0.473767218
,,,,,,,,,617.216,0.473767218
,,,,,,,,,617.345,0.473767218
,,,,,,,,,617.359,0.473767218
,,,,,,,,,617.416,0.5
,,,,,,,,,617.439,0.473767218
,,,,,,,,,617.443,0.473767218
,,,,,,,,,617.491,0.473767218
,,,,,,,,,617.577,0.473767218
,,,,,,,,,617.672,0.473767218
,,,,,,,,,617.742,0.651950319
,,,,,,,,,618.067,0.473767218
,,,,,,,,,618.106,0.473767218
,,,,,,,,,618.313,0.473767218
,,,,,,,,,618.324,0.473767218
,,,,,,,,,618.816,0.473767218
,,,,,,,,,618.825,0.473767218
,,,,,,,,,618.875,0.473767218
,,,,,,,,,618.999,0.876927012
,,,,,,,,,619.089,0.473767218
,,,,,,,,,619.166,0.473767218
,,,,,,,,,619.179,0.473767218
,,,,,,,,,619.394,0.999863316
,,,,,,,,,619.591,0.473767218
,,,,,,,,,619.734,0.473767218
,,,,,,,,,619.791,0.473767218
,,,,,,,,,619.877,0.473767218
,,,,,,,,,620.073,0.473767218
,,,,,,,,,620.101,0.473767218
,,,,,,,,,620.14,0.473767218
,,,,,,,,,620.142,0.473767218
,,,,,,,,,620.161,0.473767218
,,,,,,,,,620.179,0.532766022
,,,,,,,,,620.249,0.473767218
,,,,,,,,,620.335,0.5
,,,,,,,,,620.413,0.473767218
,,,,,,,,,620.418,0.473767218
,,,,,,,,,620.423,0.843695179
,,,,,,,,,620.502,0.473767218
,,,,,,,,,620.572,0.725391613
,,,,,,,,,620.646,0.473767218
,,,,,,,,,620.721,0.473767218
,,,,,,,,,620.795,0.473767218
,,,,,,,,,620.859,0.473767218
,,,,,,,,,620.872,0.473767218
,,,,,,,,,620.971,0.473767218
,,,,,,,,,620.997,0.473767218
,,,,,,,,,621.001,0.473767218
,,,,,,,,,621.019,0.473767218
,,,,,,,,,621.101,0.473767218
,,,,,,,,,621.299,0.473767218
,,,,,,,,,621.354,0.473767218
,,,,,,,,,621.474,0.473767218
,,,,,,,,,621.539,0.180979391
,,,,,,,,,621.563,0.473767218
,,,,,,,,,621.701,0.473767218
,,,,,,,,,621.837,0.473767218
,,,,,,,,,622.049,0.473767218
,,,,,,,,,622.074,0.473767218
,,,,,,,,,622.3,0.473767218
,,,,,,,,,622.475,0.473767218
,,,,,,,,,622.619,0.473767218
,,,,,,,,,622.668,0.949932263
,,,,,,,,,622.825,0.473767218
,,,,,,,,,623.017,0.473767218
,,,,,,,,,623.04,0.473767218
,,,,,,,,,623.106,0.947534436
,,,,,,,,,623.339,0.473767218
,,,,,,,,,623.485,0.804137823
,,,,,,,,,623.568,0.473767218
,,,,,,,,,623.602,0.812131695
,,,,,,,,,623.67,0.473767218
,,,,,,,,,623.681,0.473767218
,,,,,,,,,623.777,0.473767218
,,,,,,,,,623.906,0.473767218
,,,,,,,,,624.179,0.473767218
,,,,,,,,,624.195,0.473767218
,,,,,,,,,624.38,0.473767218
,,,,,,,,,624.459,0.473767218
,,,,,,,,,624.579,0.421874598
,,,,,,,,,624.587,0.473767218
,,,,,,,,,624.664,0.473767218
,,,,,,,,,624.731,0.395015403
,,,,,,,,,624.838,0.473767218
,,,,,,,,,624.856,0.473767218
,,,,,,,,,624.866,0.473767218
,,,,,,,,,624.877,0.473767218
,,,,,,,,,624.969,0.843695179
,,,,,,,,,625.006,0.473767218
,,,,,,,,,625.132,0.473767218
,,,,,,,,,625.339,0.473767218
,,,,,,,,,625.362,0.473767218
,,,,,,,,,625.397,0.473767218
,,,,,,,,,625.476,0.473767218
,,,,,,,,,625.625,0.473767218
,,,,,,,,,625.694,0.473767218
,,,,,,,,,625.81,0.473767218
,,,,,,,,,625.859,0.473767218
,,,,,,,,,625.991,0.473767218
,,,,,,,,,626.035,0.473767218
,,,,,,,,,626.093,0.473767218
,,,,,,,,,626.222,0.473767218
,,,,,,,,,626.288,0.473767218
,,,,,,,,,626.302,0.473767218
,,,,,,,,,626.464,0.870362069
,,,,,,,,,626.577,0.999704653
,,,,,,,,,627.019,0.833333333
,,,,,,,,,627.056,0.473767218
,,,,,,,,,627.188,0.473767218
,,,,,,,,,627.338,0.473767218
,,,,,,,,,627.36,0.473767218
,,,,,,,,,627.419,0.473767218
,,,,,,,,,627.47,0.473767218
,,,,,,,,,627.502,0.473767218
,,,,,,,,,627.541,0.473767218
,,,,,,,,,627.558,0.473767218
,,,,,,,,,627.631,0.473767218
,,,,,,,,,627.643,0.473767218
,,,,,,,,,627.74,0.473767218
,,,,,,,,,627.856,0.473767218
,,,,,,,,,627.858,0.473767218
,,,,,,,,,627.913,0.473767218
,,,,,,,,,627.937,0.473767218
,,,,,,,,,627.965,0.473767218
,,,,,,,,,628.008,0.473767218
,,,,,,,,,628.029,0.435381663
,,,,,,,,,628.051,0.473767218
,,,,,,,,,628.172,0.473767218
,,,,,,,,,628.308,0.473767218
,,,,,,,,,628.381,0.473767218
,,,,,,,,,628.395,0.473767218
,,,,,,,,,628.444,0.473767218
,,,,,,,,,628.629,0.473767218
,,,,,,,,,628.752,0.473767218
,,,,,,,,,628.762,0.473767218
,,,,,,,,,629.109,0.473767218
,,,,,,,,,629.18,0.473767218
,,,,,,,,,629.235,0.833949085
,,,,,,,,,629.241,0.473767218
,,,,,,,,,629.375,0.942030162
,,,,,,,,,629.411,0.473767218
,,,,,,,,,629.489,0.473767218
,,,,,,,,,629.532,1.130466928
,,,,,,,,,629.659,0.473767218
,,,,,,,,,629.806,0.766946771
,,,,,,,,,629.939,0.473767218
,,,,,,,,,629.944,0.091954023
,,,,,,,,,629.963,0.473767218
,,,,,,,,,629.995,0.473767218
,,,,,,,,,629.999,0.473767218
,,,,,,,,,630.199,0.473767218
,,,,,,,,,630.232,0.473767218
,,,,,,,,,630.259,0.473767218
,,,,,,,,,630.299,0.473767218
,,,,,,,,,630.315,0.473767218
,,,,,,,,,630.411,0.473767218
,,,,,,,,,630.464,0.989896664
,,,,,,,,,630.477,0.473767218
,,,,,,,,,630.53,0.473767218
,,,,,,,,,630.623,0.473767218
,,,,,,,,,630.659,0.473767218
,,,,,,,,,630.729,0.473767218
,,,,,,,,,630.979,0.947534436
,,,,,,,,,631.402,0.473767218
,,,,,,,,,631.478,0.5
,,,,,,,,,631.509,0.473767218
,,,,,,,,,631.749,0.473767218
,,,,,,,,,631.806,0.473767218
,,,,,,,,,631.942,0.473767218
,,,,,,,,,632.099,0.473767218
,,,,,,,,,632.139,0.729795391
,,,,,,,,,632.185,0.473767218
,,,,,,,,,632.348,0.473767218
,,,,,,,,,632.38,0.473767218
,,,,,,,,,632.561,0.473767218
,,,,,,,,,632.564,0.473767218
,,,,,,,,,632.579,0.986966928
,,,,,,,,,632.642,0.473767218
,,,,,,,,,632.659,0.473767218
,,,,,,,,,632.671,0.769230769
,,,,,,,,,632.787,0.473767218
,,,,,,,,,632.793,0.473767218
,,,,,,,,,632.909,0.998737515
,,,,,,,,,633.059,0.473767218
,,,,,,,,,633.114,0.473767218
,,,,,,,,,633.144,0.473767218
,,,,,,,,,633.227,0.473767218
,,,,,,,,,633.262,0.815486345
,,,,,,,,,633.316,0.473767218
,,,,,,,,,633.325,0.473767218
,,,,,,,,,633.465,0.473767218
,,,,,,,,,633.538,0.947534436
,,,,,,,,,633.596,0.473767218
,,,,,,,,,633.639,0.473767218
,,,,,,,,,633.801,0.473767218
,,,,,,,,,633.994,0.473767218
,,,,,,,,,634.079,0.473767218
,,,,,,,,,634.114,0.473767218
,,,,,,,,,634.434,0.473767218
,,,,,,,,,634.441,0.473767218
,,,,,,,,,634.447,0.473767218
,,,,,,,,,634.624,0.473767218
,,,,,,,,,634.884,0.473767218
,,,,,,,,,634.912,0.473767218
,,,,,,,,,634.955,0.473767218
,,,,,,,,,635.105,0.473767218
,,,,,,,,,635.111,0.473767218
,,,,,,,,,635.113,0.473767218
,,,,,,,,,635.118,0.947534436
,,,,,,,,,635.206,0.473767218
,,,,,,,,,635.215,0.473767218
,,,,,,,,,635.365,0.473767218
,,,,,,,,,635.414,0.473767218
,,,,,,,,,635.528,0.473767218
,,,,,,,,,635.679,0.473767218
,,,,,,,,,635.721,0.90828462
,,,,,,,,,635.872,0.473767218
,,,,,,,,,635.899,0.473767218
,,,,,,,,,635.959,0.708661077
,,,,,,,,,635.982,0.473767218
,,,,,,,,,635.999,0.473767218
,,,,,,,,,636.278,0.473767218
,,,,,,,,,636.298,0.473767218
,,,,,,,,,636.326,0.473767218
,,,,,,,,,636.543,0.473767218
,,,,,,,,,636.818,0.231687931
,,,,,,,,,637.019,0.473767218
,,,,,,,,,637.033,0.5
,,,,,,,,,637.229,0.473767218
,,,,,,,,,637.509,0.473767218
,,,,,,,,,637.547,0.473767218
,,,,,,,,,637.581,0.473767218
,,,,,,,,,637.618,0.473767218
,,,,,,,,,637.941,0.473767218
,,,,,,,,,637.946,0.473767218
,,,,,,,,,637.99,0.473767218
,,,,,,,,,638.098,0.473767218
,,,,,,,,,638.386,0.244639712
,,,,,,,,,638.462,0.473767218
,,,,,,,,,638.487,0.473767218
,,,,,,,,,638.552,0.473767218
,,,,,,,,,638.681,0.473767218
,,,,,,,,,638.859,0.473767218
,,,,,,,,,639.155,0.473767218
,,,,,,,,,639.317,0.973085666
,,,,,,,,,640.005,0.944211129
,,,,,,,,,640.531,0.447678459
,,,,,,,,,640.565,0.473767218
,,,,,,,,,640.67,0.473767218
,,,,,,,,,640.746,0.944211129
,,,,,,,,,640.829,0.473767218
,,,,,,,,,640.863,0.124421446
,,,,,,,,,640.961,0.473767218
,,,,,,,,,641.004,0.473767218
,,,,,,,,,641.009,0.473767218
,,,,,,,,,641.154,0.473767218
,,,,,,,,,641.163,0.473767218
,,,,,,,,,641.211,0.473767218
,,,,,,,,,641.288,1.995620976
,,,,,,,,,641.384,0.694338608
,,,,,,,,,641.392,0.473767218
,,,,,,,,,641.68,0.473767218
,,,,,,,,,641.741,0.473767218
,,,,,,,,,642.159,0.8401562
,,,,,,,,,642.205,0.997810488
,,,,,,,,,642.312,0.473767218
,,,,,,,,,642.566,0.473767218
,,,,,,,,,642.691,0.473767218
,,,,,,,,,642.7,0.683901497
,,,,,,,,,642.744,0.473767218
,,,,,,,,,642.75,0.868421053
,,,,,,,,,642.858,0.473767218
,,,,,,,,,643.009,0.473767218
,,,,,,,,,643.169,0.473767218
,,,,,,,,,643.226,0.944211129
,,,,,,,,,643.253,0.473767218
,,,,,,,,,643.339,0.973767218
,,,,,,,,,643.376,0.473767218
,,,,,,,,,643.524,0.824793258
,,,,,,,,,643.526,0.947534436
,,,,,,,,,643.539,0.719444444
,,,,,,,,,643.578,0.473767218
,,,,,,,,,643.583,0.473767218
,,,,,,,,,643.605,0.473767218
,,,,,,,,,643.608,0.473767218
,,,,,,,,,643.62,0.944211129
,,,,,,,,,643.628,0.473767218
,,,,,,,,,643.631,0.944211129
,,,,,,,,,643.807,0.473767218
,,,,,,,,,643.928,0.936947868
,,,,,,,,,643.969,0.473767218
,,,,,,,,,643.982,0.473767218
,,,,,,,,,644.016,0.473767218
,,,,,,,,,644.057,0.473767218
,,,,,,,,,644.142,1.14548439
